Condition,Conflict,Correct,Duration,Flanker,Position,Stimuli,Trial,prob
1,1,2,1.25,0,2,020,436,0.2
1,2,3,1.25,0,3,003,438,0.2
1,1,1,1.25,0,1,100,444,0.2
2,3,2,1.25,1,3,112,482,0.2
1,1,2,1.25,0,2,020,448,0.2
1,2,1,1.25,0,1,100,450,0.2
2,3,2,1.25,1,1,211,486,0.2
1,1,2,1.25,0,2,020,456,0.2
1,2,3,1.25,0,3,003,458,0.2
1,1,2,1.25,0,2,020,464,0.2
1,1,1,1.25,0,1,100,468,0.2
1,2,2,1.25,0,2,020,470,0.2
2,0,3,1.25,1,2,131,488,0.8
2,3,3,1.25,1,1,311,494,0.8
2,3,1,1.25,2,2,221,500,0.8
1,1,3,1.25,0,3,003,476,0.8
2,0,1,1.25,2,2,212,502,0.8
2,3,1,1.25,3,2,313,508,0.8
1,2,2,1.25,0,2,020,478,0.8
2,3,1,1.25,3,2,313,512,0.8
2,3,2,1.25,1,1,211,516,0.8
2,3,1,1.25,3,3,331,520,0.8
1,1,1,1.25,0,1,100,484,0.8
2,0,3,1.25,1,2,131,522,0.8
2,3,3,1.25,2,2,232,526,0.8
2,0,1,1.25,2,2,212,528,0.8
2,3,2,1.25,3,1,233,532,0.8
1,1,1,1.25,0,1,100,490,0.8
2,3,3,1.25,1,1,311,538,0.8
2,3,2,1.25,3,3,332,542,0.8
2,3,3,1.25,2,1,322,546,0.8
2,3,1,1.25,2,2,221,550,0.8
1,2,1,1.25,0,1,100,492,0.25
1,1,2,1.25,0,2,020,496,0.25
1,2,3,1.25,0,3,003,498,0.25
2,3,3,1.25,2,1,322,554,0.25
1,1,2,1.25,0,2,020,504,0.25
1,2,3,1.25,0,3,003,506,0.25
1,1,2,1.25,0,2,020,510,0.25
2,3,1,1.25,3,3,331,558,0.25
1,1,3,1.25,0,3,003,514,0.25
1,1,2,1.25,0,2,020,518,0.25
1,1,2,1.25,0,2,020,524,0.25
2,0,2,1.25,3,1,233,560,0.25
1,1,3,1.25,0,3,003,530,0.25
2,3,2,1.25,1,3,112,566,0.25
1,1,2,1.25,0,2,020,534,0.25
1,2,1,1.25,0,1,100,536,0.25
2,0,3,1.25,2,2,232,568,0.25
1,1,3,1.25,0,3,003,540,0.25
1,1,1,1.25,0,1,100,544,0.25
1,1,3,1.25,0,3,003,548,0.25
2,3,2,1.25,3,3,332,572,0.25
1,1,2,1.25,0,2,020,552,0.25
1,1,3,1.25,0,3,003,556,0.25
1,1,2,1.25,0,2,020,562,0.25
2,3,3,1.25,1,1,311,676,0.25
1,2,1,1.25,0,1,100,564,0.25
1,1,3,1.25,0,3,003,570,0.25
1,1,1,1.25,0,1,100,574,0.25
1,2,1,1.25,0,1,100,576,0.25
1,1,3,1.25,0,3,003,674,0.25
1,1,2,1.25,0,2,020,678,0.25
2,3,3,1.25,1,2,131,680,0.25
1,1,3,1.25,0,3,003,682,0.25
1,1,2,1.25,0,2,020,688,0.25
1,1,1,1.25,0,1,100,692,0.25
2,3,1,1.25,3,3,331,684,0.25
1,2,3,1.25,0,3,003,694,0.25
1,1,1,1.25,0,1,100,698,0.25
1,1,3,1.25,0,3,003,704,0.25
2,0,3,1.25,1,2,131,686,0.25
1,2,1,1.25,0,1,100,706,0.25
1,1,2,1.25,0,2,020,712,0.25
2,3,2,1.25,3,1,233,690,0.25
1,1,1,1.25,0,1,100,716,0.25
2,3,1,1.25,2,2,212,696,0.25
1,1,2,1.25,0,2,020,720,0.25
1,2,3,1.25,0,3,003,722,0.25
1,1,1,1.25,0,1,100,726,0.25
2,3,2,1.25,3,3,332,700,0.25
1,2,3,1.25,0,3,003,728,0.25
1,1,3,1.25,0,3,003,734,0.25
2,0,2,1.25,3,1,233,702,0.25
1,1,1,1.25,0,1,100,738,0.25
1,1,2,1.25,0,2,020,744,0.25
1,1,3,1.25,0,3,003,748,0.25
1,2,1,1.25,0,1,100,750,0.25
2,3,1,1.25,2,2,221,708,0.8
2,0,2,1.25,1,1,211,710,0.8
2,3,1,1.25,3,3,331,714,0.8
1,1,1,1.25,0,1,100,756,0.8
2,3,3,1.25,2,1,322,718,0.8
2,3,3,1.25,2,2,232,724,0.8
2,3,2,1.25,1,3,112,730,0.8
1,2,2,1.25,0,2,020,758,0.8
2,0,1,1.25,2,2,212,732,0.8
1,1,2,1.25,0,2,020,762,0.8
2,3,1,1.25,3,2,313,736,0.8
2,3,2,1.25,3,3,332,740,0.8
2,0,1,1.25,2,2,221,742,0.8
2,3,2,1.25,1,1,211,746,0.8
1,2,2,1.25,0,2,020,764,0.8
2,3,3,1.25,1,1,311,752,0.8
2,0,3,1.25,2,1,322,754,0.8
2,3,1,1.25,3,2,313,760,0.8
2,3,3,1.25,2,2,232,766,0.8
2,0,2,1.25,1,3,112,768,0.8
